,symboling,fueltype_diesel,aspiration_turbo,enginelocation_front,wheelbase,carheight,curbweight,cylindernumber,stroke,compressionratio,peakrpm,citympg,price,gama_alta,drivewheel_4wd,drivewheel_fwd,drivewheel_rwd,carbody_convertible,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,enginetype_dohc,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,fuelsystem_1bbl,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi
150,1,0,0,1,95.7,54.5,1985,4,3.03,9.0,4800,35,5348.0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
151,1,0,0,1,95.7,54.5,2040,4,3.03,9.0,4800,31,6338.0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
152,1,0,0,1,95.7,54.5,2015,4,3.03,9.0,4800,31,6488.0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
153,0,0,0,1,95.7,59.1,2280,4,3.03,9.0,4800,31,6918.0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
154,0,0,0,1,95.7,59.1,2290,4,3.03,9.0,4800,27,7898.0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
155,0,0,0,1,95.7,59.1,3110,4,3.03,9.0,4800,27,8778.0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
156,0,0,0,1,95.7,53.0,2081,4,3.03,9.0,4800,30,6938.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
157,0,0,0,1,95.7,52.8,2109,4,3.03,9.0,4800,30,7198.0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
158,0,1,0,1,95.7,53.0,2275,4,3.35,22.5,4500,34,7898.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
159,0,1,0,1,95.7,52.8,2275,4,3.35,22.5,4500,38,7788.0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
160,0,0,0,1,95.7,53.0,2094,4,3.03,9.0,4800,38,7738.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
161,0,0,0,1,95.7,52.8,2122,4,3.03,9.0,4800,28,8358.0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
162,0,0,0,1,95.7,52.8,2140,4,3.03,9.0,4800,28,9258.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
163,1,0,0,1,94.5,52.6,2169,4,3.03,9.0,4800,29,8058.0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
164,1,0,0,1,94.5,52.6,2204,4,3.03,9.0,4800,29,8238.0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
165,1,0,0,1,94.5,52.6,2265,4,3.08,9.4,6600,26,9298.0,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
166,1,0,0,1,94.5,52.6,2300,4,3.08,9.4,6600,26,9538.0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
167,2,0,0,1,98.4,52.0,2540,4,3.5,9.3,4800,24,8449.0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
168,2,0,0,1,98.4,52.0,2536,4,3.5,9.3,4800,24,9639.0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
169,2,0,0,1,98.4,52.0,2551,4,3.5,9.3,4800,24,9989.0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
170,2,0,0,1,98.4,52.0,2679,4,3.5,9.3,4800,24,11199.0,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
171,2,0,0,1,98.4,52.0,2714,4,3.5,9.3,4800,24,11549.0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
172,2,0,0,1,98.4,53.0,2975,4,3.5,9.3,4800,24,17669.0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
173,-1,0,0,1,102.4,54.9,2326,4,3.54,8.7,4200,29,8948.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
174,-1,1,1,1,102.4,54.9,2480,4,3.35,22.5,4500,30,10698.0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
175,-1,0,0,1,102.4,53.9,2414,4,3.54,8.7,4200,27,9988.0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
176,-1,0,0,1,102.4,54.9,2414,4,3.54,8.7,4200,27,10898.0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
177,-1,0,0,1,102.4,53.9,2458,4,3.54,8.7,4200,27,11248.0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
178,3,0,0,1,102.9,52.0,2976,6,3.35,9.3,5200,20,16558.0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
179,3,0,0,1,102.9,52.0,3016,6,3.35,9.3,5200,19,15998.0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
180,-1,0,0,1,104.5,54.1,3131,6,3.35,9.2,5200,20,15690.0,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
181,-1,0,0,1,104.5,54.1,3151,6,3.35,9.2,5200,19,15750.0,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
182,2,1,0,1,97.3,55.7,2261,4,3.4,23.0,4800,37,7775.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
183,2,0,0,1,97.3,55.7,2209,4,3.4,9.0,5250,27,7975.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
184,2,1,0,1,97.3,55.7,2264,4,3.4,23.0,4800,37,7995.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
185,2,0,0,1,97.3,55.7,2212,4,3.4,9.0,5250,27,8195.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
186,2,0,0,1,97.3,55.7,2275,4,3.4,9.0,5250,27,8495.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
187,2,1,1,1,97.3,55.7,2319,4,3.4,23.0,4500,37,9495.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
188,2,0,0,1,97.3,55.7,2300,4,3.4,10.0,5500,26,9995.0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
189,3,0,0,1,94.5,55.6,2254,4,3.4,8.5,5500,24,11595.0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
190,3,0,0,1,94.5,51.4,2221,4,3.4,8.5,5500,24,9980.0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
191,0,0,0,1,100.4,55.1,2661,5,3.4,8.5,5500,19,13295.0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
192,0,1,1,1,100.4,55.1,2579,4,3.4,23.0,4500,33,13845.0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
193,0,0,0,1,100.4,55.1,2563,4,3.4,9.0,5500,25,12290.0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
194,-2,0,0,1,104.3,56.2,2912,4,3.15,9.5,5400,23,12940.0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
195,-1,0,0,1,104.3,57.5,3034,4,3.15,9.5,5400,23,13415.0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
196,-2,0,0,1,104.3,56.2,2935,4,3.15,9.5,5400,24,15985.0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
197,-1,0,0,1,104.3,57.5,3042,4,3.15,9.5,5400,24,16515.0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
198,-2,0,1,1,104.3,56.2,3045,4,3.15,7.5,5100,17,18420.0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
199,-1,0,1,1,104.3,57.5,3157,4,3.15,7.5,5100,17,18950.0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
200,-1,0,0,1,109.1,55.5,2952,4,3.15,9.5,5400,23,16845.0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
201,-1,0,1,1,109.1,55.5,3049,4,3.15,8.7,5300,19,19045.0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
202,-1,0,0,1,109.1,55.5,3012,6,2.87,8.8,5500,18,21485.0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
203,-1,1,1,1,109.1,55.5,3217,6,3.4,23.0,4800,26,22470.0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
204,-1,0,1,1,109.1,55.5,3062,4,3.15,9.5,5400,19,22625.0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
